1,1.388261E+000,2.076096E+000
1,2.177247E+000,3.102304E+000
1,3.786450E-001,5.307610E+000
1,3.681732E+000,1.622681E+000
1,2.462861E+000,2.777897E+000
1,1.735954E+000,3.827090E+000
1,1.167995E+000,5.518099E+000
1,1.807107E+000,3.250988E+000
1,3.508638E+000,1.843392E+000
1,1.864733E+000,2.401942E+000
1,2.416360E+000,1.533124E+000
1,3.010207E+000,3.569472E+000
1,1.021681E+000,4.510689E+000
1,3.773426E+000,2.289350E-001
1,-3.783100E-002,5.114900E+000
1,1.434476E+000,4.037901E+000
1,3.153464E+000,2.681303E+000
1,3.824689E+000,2.107575E+000
1,3.684099E+000,6.324020E-001
1,1.972013E+000,2.889410E+000
1,-2.685200E-001,5.033146E+000
1,5.059220E-001,5.396050E+000
1,8.614300E-001,4.359509E+000
1,2.310166E+000,1.969608E+000
1,-1.069797E+000,5.405615E+000
1,5.707480E-001,4.664791E+000
1,2.718054E+000,3.861631E+000
1,2.836200E+000,1.784931E+000
1,2.537878E+000,1.713435E+000
1,1.972408E+000,2.981157E+000
1,2.000061E+000,2.730238E+000
1,3.548569E+000,1.710110E-001
1,2.605543E+000,3.275540E+000
1,3.033730E+000,2.663344E+000
1,2.057013E+000,3.528919E+000
1,2.804546E+000,2.139441E+000
1,1.466178E+000,3.175989E+000
1,-8.615500E-002,4.470365E+000
1,2.167506E+000,3.133119E+000
1,4.041429E+000,1.069045E+000
1,2.881386E+000,2.972907E+000
1,3.330619E+000,1.093687E+000
1,2.299863E+000,2.961959E+000
1,5.748070E-001,3.510508E+000
1,3.530596E+000,1.663942E+000
1,2.551374E+000,2.633560E+000
1,1.101316E+000,3.244133E+000
1,2.627421E+000,1.692043E+000
1,3.104758E+000,2.598973E+000
1,8.379210E-001,3.704289E+000
1,3.202300E-001,2.475085E+000
1,3.394892E+000,1.444010E+000
1,2.462968E+000,2.828230E+000
1,2.030358E+000,2.123839E+000
1,6.605330E-001,3.753860E+000
1,3.229040E-001,3.445714E+000
1,4.082401E+000,1.381379E+000
1,2.784530E-001,4.342255E+000
1,4.042810E-001,3.131675E+000
1,1.630747E+000,4.104445E+000
1,2.181931E+000,3.411487E+000
1,3.484540E-001,3.930400E+000
1,1.628854E+000,2.267523E+000
1,1.340340E-001,5.282937E+000
1,2.015903E+000,2.439853E+000
1,3.139473E+000,2.284963E+000
1,6.002680E-001,5.256461E+000
1,2.409418E+000,3.927369E+000
1,3.609415E+000,1.131957E+000
1,1.729270E-001,4.399779E+000
1,1.532463E+000,2.658188E+000
1,2.703953E+000,3.699864E+000
1,1.227166E+000,2.899769E+000
1,1.651628E+000,3.841293E+000
1,7.919820E-001,2.947065E+000
1,1.830479E+000,3.080213E+000
1,2.686312E+000,1.945660E+000
1,1.788338E+000,2.800430E+000
1,1.887810E+000,4.392372E+000
1,1.142304E+000,2.542882E+000
1,2.663808E+000,1.702252E+000
1,2.050741E+000,2.426929E+000
1,2.757167E+000,2.863404E+000
1,1.711938E+000,1.487297E+000
1,2.187469E+000,4.201680E+000
1,3.440252E+000,5.067830E-001
1,1.888755E+000,2.510591E+000
1,5.510630E-001,3.111766E+000
1,2.408435E+000,2.308976E+000
1,2.078915E+000,2.624717E+000
1,1.342428E+000,3.840828E+000
